AppelKey,Libelle_code_appel,Code_appel,Held,Raccroche_agent,Interruptdel,Numero_compose
487,answered,2.0,1.0,0.0,0.0,2788601.0
488,answered,2.0,1.0,0.0,0.0,2788692.0
489,answered,2.0,1.0,0.0,0.0,2788686.0
490,answered,2.0,1.0,0.0,0.0,2788610.0
491,answered,2.0,1.0,1.0,0.0,2796578.0
492,answered,2.0,1.0,0.0,0.0,2796556.0
493,answered,2.0,1.0,1.0,0.0,2796023.0
494,answered,2.0,1.0,0.0,0.0,2788674.0
495,answered,2.0,1.0,1.0,0.0,2796509.0
496,answered,2.0,1.0,0.0,0.0,2788682.0
497,answered,2.0,1.0,1.0,0.0,2788667.0
498,answered,2.0,1.0,1.0,0.0,2788683.0
499,answered,2.0,1.0,0.0,0.0,2788691.0
500,answered,2.0,1.0,0.0,0.0,2788698.0
501,answered,2.0,1.0,1.0,0.0,2796003.0
502,answered,2.0,1.0,0.0,0.0,2796635.0
503,answered,2.0,1.0,0.0,0.0,2788578.0
504,answered,2.0,1.0,0.0,0.0,2788590.0
505,answered,2.0,1.0,0.0,0.0,2796020.0
